hebrew,english,unit,challenge_type,solution_key,source
מחר יום העצמאות ואנחנו נלך לבריכה.,Tomorrow is independence day and we will go to the pool.,84,translate,04288f8d5a759c42f977a8a82a6d7e75,duolingo_hebrew_sentences.tsv
מי לא אוהב במבה?,Who doesn't like bamba?,84,translate,61c99e2781bf4e101650e9b1426ae240,duolingo_hebrew_sentences_2.tsv
מתי יהיה יום העצמאות השנה?,When will Independence Day be this year?,84,translate,121dda18472523b953c05aa597f2d33f,duolingo_hebrew_sentences_2.tsv
"פלאפל וחומוס בפיתה, בבקשה.","Falafel and hummus in a pita, please.",84,translate,ae8f2fbaaa5148a25e150d780790f8c4,duolingo_hebrew_sentences.tsv
קיסריה נמצאת לחוף הים התיכון.,Caesarea is found on the shore of the Mediterranean.,84,translate,cfad96c11981395a42c88588faba89dd,duolingo_hebrew_sentences_2.tsv
קניתי בשר בשביל על האש.,I bought meat for Al Ha'esh.,84,listenTap,57fdb17eac11b5359af9cb2cdbc255b6,duolingo_hebrew_sentences.tsv
ראינו הרבה דגים צבעוניים בים האדום.,We saw lots of colorful fish in the Red Sea.,84,translate,3e2780346ba60fc01c1bc5d7cf04284e,duolingo_hebrew_sentences.tsv
שיחקתם פעם מטקות?,Have you ever played matkot?,84,listenTap,63fdeee6bb97fe332b90ea96f396de88,duolingo_hebrew_sentences.tsv
תמיד חם יותר באילת.,It's always hotter in Eilat.,84,listenTap,fa2f5da00c4112a6d4ac3f7240c24c2f,duolingo_hebrew_sentences.tsv
תמיד יש פה בלאגן.,There is always a mess here.,84,listenTap,c34f9c50ba4f534b1cafef53181b032e,duolingo_hebrew_sentences.tsv
אבא במטבח.,Father is in the kitchen.,,translate,448fda26c05831ad3602dd645b2a635b,duolingo_hebrew_sentences.tsv
אבא מדבר אליה.,Dad is talking to her.,,listenTap,e3e905be82bea8f6a9ee568c8dd23608,duolingo_hebrew_sentences.tsv
אבא שלו הוא נהג.,His dad is a driver.,,translate,4aa915d28a3156cf8efb372b5880277e,duolingo_hebrew_sentences_2.tsv
אבא שלו לא רוצֶה לסבול.,His father does not want to suffer.,,translate,21643a1dc3bacb2a7746edd95acddae0,duolingo_hebrew_sentences.tsv
אבא שלי מלמד היסטוריה.,My dad teaches history.,,listenTap,0ab6b1d7071ddfe2925bff8140feabee,duolingo_hebrew_sentences_2.tsv
אבא שלי משכנע.,My father is convincing.,,listenTap,96e78a0f6e42deae544f71df6ffe041f,duolingo_hebrew_sentences_2.tsv
"אבא, אמא באה.","Dad, mom is coming.",,translate,49658b013aa817873f66fcc30fdd73d7,duolingo_hebrew_sentences.tsv
אוניברסיטה,a university,,assist,99774909d8691494e87db9b8e6a1bd61,duolingo_hebrew_sentences.tsv
אוסטרליה היא מדינה כל כך גדולה!,Australia is such a large country!,,translate,684d52f6993e52ee1b572db2641e4718,duolingo_hebrew_sentences_2.tsv
אור גדול או אור קטן?,A big light or a small light?,,translate,11bb2fe3394b9b6e8dfbab9e075c33e4,duolingo_hebrew_sentences.tsv
אז מה את רוצָה?,So what do you want?,,translate,74ed245a7970f61a27228eae2b4ac191,duolingo_hebrew_sentences.tsv
אחוז,a percent,,assist,1cfb90d1dbd291f58bc76f58437155bc,duolingo_hebrew_sentences_2.tsv
אחורה,backwards,,assist,9dcd4acc0ec3d6be027e3925ec5bf8a1,duolingo_hebrew_sentences.tsv
אחותי עובדת בבנק.,My sister works at a bank.,,translate,3e33d707c6d534c16bdb63c3aa1ea2df,duolingo_hebrew_sentences_2.tsv
אחרי,after,,assist,52f45c7c9794cf13efcfcd56dafe6a8a,duolingo_hebrew_sentences.tsv
"אחרי הארוחה, הכלבים לא שוטפים את הכלים.","After the meal, the dogs do not wash the dishes.",,listenTap,f82f4a7e48ca5f7700f915ae098d1ac2,duolingo_hebrew_sentences.tsv
אחרי חודשיים אני חוזר.,After two months I return.,,translate,92ed860dbbc53d806ab059670fb3834b,duolingo_hebrew_sentences.tsv
אחרי שאני שוחָה אני אופָה עוגות.,After I swim I bake cakes.,,translate,52670b05735fb630e48a07678328a015,duolingo_hebrew_sentences_2.tsv
אחרי שהכלב רואֶה את החתול הוא נובח.,After the dog sees the cat it barks.,,translate,8dd2b9bbb664d218754a879e58f0a21e,duolingo_hebrew_sentences_2.tsv
"אחרת, זה לא עובד.","Otherwise, it doesn't work.",,translate,0a443aa1199745c0866cf67754f72e68,duolingo_hebrew_sentences.tsv
"אחת עשרה, שתיים עשרה, שלוש עשרה וארבע עשרה.","Eleven, twelve, thirteen and fourteen.",,listenTap,4253c2c78295ebd5dc00448bbb4a4383,duolingo_hebrew_sentences.tsv
איזה ארמון גדול!,What a big palace!,,translate,d0d84957d75d4ce7cef86d647aa9921b,duolingo_hebrew_sentences_2.tsv
איזה מגדל גבוה!,What a tall tower!,,translate,98dc38dd4dd8def5d934caa41957ba7f,duolingo_hebrew_sentences_2.tsv
איזה עמוד?,Which page?,,translate,7500eb932af3697f51f505a9576702b7,duolingo_hebrew_sentences.tsv
איזה צבע יש למראה?,What color is the mirror?,,listenTap,2b34fcaf8625bc43b6c26b9315bad8db,duolingo_hebrew_sentences_2.tsv
איזו ארץ זאת?,What country is this?,,translate,4153df4119132ae4a278536e7f31f266,duolingo_hebrew_sentences.tsv
איך אני יודע אם זה הוריקן או טורנדו?,How do I know if it is a hurricane or a tornado?,,translate,44ad563b4156fb35c0686d973d1f1300,duolingo_hebrew_sentences.tsv
איך אני משיג עכשיו דלק?,How do I get fuel now?,,listenTap,de0606e01bb7c1aabf9ead7082ba1121,duolingo_hebrew_sentences_2.tsv
איך את מתמודדת?,How are you coping?,,translate,ec9f79b03d473fa3bc2d99f75c6ae984,duolingo_hebrew_sentences_2.tsv
איך ברזים עובדים?,How do faucets work?,,translate,ec05b8bb8d51ffa8c16b9223ea4081fa,duolingo_hebrew_sentences_2.tsv
איך מדברים עברית?,How do you speak Hebrew?,,translate,e99fe4812cc23aa2ec96664ab245aa26,duolingo_hebrew_sentences.tsv
איך עושים עוגה גדולה?,How do you make a large cake?,,listenTap,9aa205af5676bbcd12075d89df7827c3,duolingo_hebrew_sentences.tsv
אילו חולצות היא רוצָה?,Which shirts does she want?,,translate,168e1f5a3331c9e9e5058cd5a6cfca74,duolingo_hebrew_sentences_2.tsv
אילו חיות אתם אוהבים?,Which animals do you love?,,translate,729e5401b73f193da50b75647d4fac02,duolingo_hebrew_sentences_2.tsv
"אין בעד מה, לילה טוב.","You are welcome, good night.",,translate,78a80c9c0b1de2b38d61d55b17a4dabc,duolingo_hebrew_sentences.tsv
אין להם עניבות.,They do not have ties.,,translate,bb210d1f870bf8f8a7ae23a998335325,duolingo_hebrew_sentences.tsv
אין לו מרתף.,It does not have a basement.,,translate,d824ecdc1ff7bc007f7b430710f6e585,duolingo_hebrew_sentences.tsv
אין לי את המכשיר הזה.,I do not have this device.,,listenTap,d788621be62ce6aea69932b98c3ffa18,duolingo_hebrew_sentences_2.tsv
אין שום דבר מעניין בבית הקולנוע.,There is nothing interesting at the cinema.,,translate,0215839c43608115219ebd581a76afce,duolingo_hebrew_sentences_2.tsv
איפה אתם מופיעים?,Where do you perform?,,listenTap,fd0fa83af300b24b85c7148a25b26a30,duolingo_hebrew_sentences.tsv
איפה החוט?,Where is the string?,,listenTap,711d2c666e47c9034508a264d3cffbd1,duolingo_hebrew_sentences.tsv
איפה העמוד הזה? אני לא מוצא אותו.,Where is this page? I can't find it.,,listenTap,df9bbb843f7a5d646e25da7716baf1b3,duolingo_hebrew_sentences.tsv
איפה נמצאת סין בעולם?,Where is China located in the world?,,translate,f4c98e6d2ef61da4a5e16a4e63e6fa0b,duolingo_hebrew_sentences.tsv
איפה תחנת האוטובוס?,Where is the bus station?,,translate,8a56834baa5e1be88af899d45a5b641e,duolingo_hebrew_sentences_2.tsv
אירופאי,european,,assist,109148dac0094e42e74f6c6d00ebcab8,duolingo_hebrew_sentences.tsv
אלה בקבוקי מים או בקבוקי יין?,Are these bottles of water or bottles of wine?,,translate,aa9cea2d1d1952eca07c91a6b652df1e,duolingo_hebrew_sentences_2.tsv
"אם אתה עייף, אתה לא צריך להמשיך לעבוד.","If you are tired, you don't have to continue working.",,translate,abf99282b15f63f5b743d88103a276f1,duolingo_hebrew_sentences.tsv
אם אתה קורא לי אני בא מיד.,If you call me I come immediately.,,translate,814d1c4520a807083a051dc323941007,duolingo_hebrew_sentences.tsv
"אם הוא רוצֶה להיות חזק, הוא צריך להתעמל.","If he wants to be strong, he needs to exercise.",,listenTap,2d1f4cae6a0d19ef19764df6575d32ec,duolingo_hebrew_sentences_2.tsv
אמא באה.,Mom is coming.,,translate,553efa5aec9d0c59c27075ef66fcfa2a,duolingo_hebrew_sentences.tsv
אמא ואבא.,Mom and dad.,,translate,d7805f2c06473aabd5bbf4bed13ebc19,duolingo_hebrew_sentences.tsv
אמא ואבא?,Mom and dad?,,listenTap,ca340e588adb127fa37dfaa82e6cea54,duolingo_hebrew_sentences.tsv
אמא שואבת ביום ראשון ואבא שואב ביום רביעי.,Mom vacuums on Sunday and Dad vacuums on Wednesday.,,translate,0f952785ef537541d425e8ff9b7aed09,duolingo_hebrew_sentences.tsv
אמא שלי אוהבת מנגו.,My mother loves mango.,,translate,c7e3b4121628d01bd87888d522e41e1e,duolingo_hebrew_sentences.tsv
אמא שלי אופָה עוגה.,My mother is baking a cake.,,translate,970813a74b39c634e47425025e96d5d2,duolingo_hebrew_sentences.tsv
אמא שלי כועסת.,My mother is angry.,,listenTap,9374878b8418a5898832579a789e86d4,duolingo_hebrew_sentences.tsv
אמריקה או אירופה?,America or Europe?,,listenTap,b8c03a4ad02248dd809398b4e1e768b6,duolingo_hebrew_sentences.tsv
אנגליה רחוקה מישראל.,England is far from Israel.,,translate,3821c64497e0605881a769c071c8e427,duolingo_hebrew_sentences_2.tsv
אנחנו אוכלים ארוחת צהריים.,We are having lunch.,,translate,b60a996a7b608cef9e0cc158c5c4f464,duolingo_hebrew_sentences.tsv
אנחנו בירושלים!,We are in Jerusalem!,,translate,f976cc26b20c4b2738b4c539e5394b96,duolingo_hebrew_sentences.tsv
אנחנו בשנות התשעים או השישים?,Are we in the nineties or the sixties?,,listenTap,99839d2e93d04c245fedeb2583b01794,duolingo_hebrew_sentences.tsv
"אנחנו יוצאים למסע בצרפת, גרמניה וספרד.","We are going out on a journey to France, Germany and Spain.",,listenTap,f0ccf94abdd1c26b07b9a79fdc54ffc2,duolingo_hebrew_sentences.tsv
"אנחנו יוצאים למסע בצרפת, גרמניה וספרד.","We are going on a journey in France, Germany and Spain.",,translate,67c28184062622024de5988cdce3cb5e,duolingo_hebrew_sentences_2.tsv
אנחנו יפים.,We are beautiful.,,translate,4553538ba741b9a862361a966fccb7e9,duolingo_hebrew_sentences.tsv
אנחנו ישנים בלילה.,We sleep at night.,,translate,d49ebe3ad98469227dc6c0c4b23d292c,duolingo_hebrew_sentences.tsv
אנחנו ישראלים.,We are Israelis.,,translate,b815d3489b2f0ec498cbf141877e0ce1,duolingo_hebrew_sentences_2.tsv
אנחנו כמעט מנצחים!,We are almost winning!,,translate,4f19bb9dd37f5d2b2076e358f076d18f,duolingo_hebrew_sentences.tsv
אנחנו לא אוהבים את הטירה הגדולה.,We do not like the large castle.,,translate,49ba1f3d2c22ce382b4f4e756a60d883,duolingo_hebrew_sentences.tsv
אנחנו לא אירופאים אלא אמריקאים.,We are not Europeans but rather Americans.,,listenTap,743c019cf3b8ef78226d33e6f25a7f4a,duolingo_hebrew_sentences.tsv
"אנחנו לא ישנים, אנחנו ממשיכים בדרך.","We aren't sleeping, we're continuing on the way.",,translate,2debb33a69fdc596f7cd14cf75df392d,duolingo_hebrew_sentences.tsv
אנחנו לא משתכרים בחתונה.,We do not get drunk at the wedding.,,translate,da6c85234883ed57eeacfc3b34e22275,duolingo_hebrew_sentences.tsv
אנחנו לא צופים בה.,We are not watching her.,,translate,5d955f260082c10014464354716511b7,duolingo_hebrew_sentences.tsv
אנחנו לא רואים את האור.,We don't see the light.,,listenTap,a2c2cfd9fa16bc02fd1d39a392cc8c9d,duolingo_hebrew_sentences.tsv
אנחנו לא שומעים ממנו.,We don't hear from him.,,translate,3a92585c7e27889cf6714145dc706519,duolingo_hebrew_sentences.tsv
אנחנו מאשרים לכם את התשובה.,We are confirming the answer for you.,,listenTap,761fd8b5e40347b06c585e51c68d0817,duolingo_hebrew_sentences.tsv
אנחנו עַם אחד.,We are one nation.,,translate,a10aeb76974176a396bcddf3f1b84093,duolingo_hebrew_sentences.tsv
אנחנו עובדים באופן מקצועי.,We work professionally.,,listenTap,a54de85a46c1ee78e1043b9483f2f2d7,duolingo_hebrew_sentences.tsv
אנחנו עוברים בבוקר.,We are passing in the morning.,,translate,9a4fc3c1118deb695f2d1abd68686bef,duolingo_hebrew_sentences_2.tsv
אנחנו עומדים והם יושבים.,We are standing and they are sitting.,,translate,7a6fe12c8acaeae068e2c6cabf8cd96a,duolingo_hebrew_sentences.tsv
"אנחנו עצובים, ואתם?","We are sad, and you?",,translate,5f5c8c865a08cc502d19e54507f14280,duolingo_hebrew_sentences.tsv
אנחנו צופים בילדים רצים.,We watch the children run.,,translate,03f31c3265133bd1f3c38f90e94efb1b,duolingo_hebrew_sentences.tsv
אנחנו צריכים לתרגל עברית כל יום.,We need to practise Hebrew every day.,,translate,d466228a224594a4401dc21276291a97,duolingo_hebrew_sentences_2.tsv
אנחנו צריכים שמיכות חדשות בשביל החורף.,We need new blankets for the winter.,,listenTap,450ca3ba26f3bc66ed4792f1748f86e1,duolingo_hebrew_sentences.tsv
אנחנו רוצים סוסות.,We want mares.,,translate,949fff2b73ada9ac5794e8f188b300d5,duolingo_hebrew_sentences.tsv
אנחנו שותות את המיץ.,We are drinking the juice.,,translate,36af4b3bcd5ff227878fac2ae71995a1,duolingo_hebrew_sentences.tsv
אנחנו שותים מיץ.,We are drinking juice.,,translate,f45030eeef0ba0b0b5344af145eff14b,duolingo_hebrew_sentences.tsv
אני אוהב את ההרצאה הזאת רק בגלל המרצֶה.,I like this lecture only because of the lecturer.,,translate,b2191b10aca144a9f51e7bac71b9f662,duolingo_hebrew_sentences.tsv
אני אוהב את הקהילה שלי.,I love my community.,,translate,b41c34e4c8cf3bac308450c3131c752c,duolingo_hebrew_sentences.tsv
אני אוהב את הרגעים האלה.,I love these moments.,,translate,08d93f1b8c4dbbbdf46e157f20d628b2,duolingo_hebrew_sentences.tsv
אני אוהב ביצים קשות.,I love hard boiled eggs.,,translate,e16d31681952f992d39c525463c08874,duolingo_hebrew_sentences_2.tsv
אני אוהב להיות באירופה!,I love being in Europe!,,translate,3e0f1f3fce3c92b727c85d0c95370688,duolingo_hebrew_sentences.tsv
אני אוהבת אותךְ.,I love you.,,translate,eca6fdf271c7a6aae3afba14313925af,duolingo_hebrew_sentences.tsv
אני אוכל אורז.,I am eating rice.,,translate,afe22a36bec8fdade5e4f66381dc57a0,duolingo_hebrew_sentences.tsv
אני אוכל כריך.,I am eating a sandwich.,,translate,f43325cf71eebeea5e413527ba8c615f,duolingo_hebrew_sentences.tsv
אני אוכל לחם.,I am eating bread.,,listenTap,38fb3aa75310535be7a6dd9d880d295a,duolingo_hebrew_sentences_2.tsv
אני אוכל ליד המסעדה.,I am eating next to the restaurant.,,translate,3592420e180301f22b3405c95823239b,duolingo_hebrew_sentences_2.tsv
אני אוכל עוגה.,I eat a cake.,,translate,03e3a7c4ad065d66345231a4e31f96c5,duolingo_hebrew_sentences.tsv
אני אוכל תפוז טעים.,I am eating a tasty orange.,,listenTap,ecabf40ac6cacc18f2b908492c2c1d55,duolingo_hebrew_sentences.tsv
אני אוכל תפוח חמוץ.,I eat a sour apple.,,translate,2fd5df36ca00eb67eda21473f7612379,duolingo_hebrew_sentences_2.tsv
אני אוכלת את הפיצה.,I am eating the pizza.,,listenTap,f87f43f508763c86f15d75a603137a94,duolingo_hebrew_sentences_2.tsv
אני אוכלת מאוחר בלילה.,I eat late at night.,,translate,73af95f5f135b4dc5b9577100f8e7fde,duolingo_hebrew_sentences.tsv
אני אוכלת עוף.,I am eating a chicken.,,translate,bea2961987e72b1ec1a9df5f7f083713,duolingo_hebrew_sentences.tsv
אני אופֶה עוגה.,I am baking a cake.,,translate,5427f63ad7d032d506c7c410cd78bcf8,duolingo_hebrew_sentences_2.tsv
אני אף פעם לא שואב את הסלון.,I never vacuum the living room.,,translate,e826763d427c743b4b3da240ec3e652e,duolingo_hebrew_sentences_2.tsv
אני בודק את הפיצה.,I am checking the pizza.,,translate,678c5cc0ffa54a2e68203336e5512bf1,duolingo_hebrew_sentences_2.tsv
אני בן שמונה עשרה!,I am eighteen years old!,,translate,efae25d61ad6834492cef3518454d0d7,duolingo_hebrew_sentences.tsv
אני בתוך המסעדה שלהם.,I am inside their restaurant.,,translate,dc0c991123e63f12600cc721c1d59ebe,duolingo_hebrew_sentences_2.tsv
אני גר במבנה הזה.,I live in this structure.,,listenTap,050c6cc49970bfc6cbe1524db023b76e,duolingo_hebrew_sentences.tsv
אני גר בשדרה הארוכה.,I live on the long boulevard.,,translate,5c5927591044f32fe2c26c6e72d911ec,duolingo_hebrew_sentences_2.tsv
אני גר בשכונה יפָה מאוד.,I live in a very pretty neighborhood.,,listenTap,429cdaf65d7204116297749b5a6e8423,duolingo_hebrew_sentences.tsv
"אני האח האחראי, למרות שאני הקטן יותר.","I am the responsible brother, even though I am the younger one.",,translate,6ff82bb2e7decc55195186a11d414eb9,duolingo_hebrew_sentences.tsv
אני הדוֹד של ארבע אחייניות.,I am the uncle of four nieces.,,translate,3c1dce9733b8eed76caf5e84c5b6ed9c,duolingo_hebrew_sentences_2.tsv
אני הולכת לים.,I go to the sea.,,translate,3735344ba9b279f28e909f7fb8bc7eb3,duolingo_hebrew_sentences_2.tsv
אני ובן דודי אוכלים ארוחת בוקר.,I and my cousin are eating breakfast.,,listenTap,3fb69f676ac8e2554df76f027c215267,duolingo_hebrew_sentences_2.tsv
אני חושב על הגיל שלה.,I am thinking about her age.,,translate,b09a159a1e065de952df9a1d5e24592b,duolingo_hebrew_sentences_2.tsv
אני חושב על העַם הצרפתי.,I am thinking about the French nation.,,listenTap,25fc74db7174be4e3ac23dd29f4a4ac7,duolingo_hebrew_sentences.tsv
אני חושב שהוא גבר פשוט.,I think that he is a simple man.,,translate,b3a02385a05f355f72b2c1de96d426f9,duolingo_hebrew_sentences_2.tsv
אני חושב שזה דבר חיובי.,I think that this is a positive thing.,,listenTap,c88b393f198d5b01c5bcb68729222753,duolingo_hebrew_sentences_2.tsv
אני חותם.,I sign.,,translate,1ae82f8b0f388685e593ec9ce43aafd5,duolingo_hebrew_sentences_2.tsv
אני יושב ליד שלוש עשרה ציפורים.,I am sitting next to thirteen birds.,,translate,bf1e4c50ffbd9606e477a6ae90d6d4f8,duolingo_hebrew_sentences.tsv
אני כבר בן שלוש עשרה.,I am already thirteen years old.,,translate,3a9feabc83ea64e6a4fda1b2fab2a49f,duolingo_hebrew_sentences.tsv
אני כולל את הילדים.,I am including the boys.,,listenTap,e08ad42115b66ede3cc305741c306244,duolingo_hebrew_sentences.tsv
אני לא אוהב ג'ינסים.,I don't like jeans.,,listenTap,4a393bd694e0de98da65b5c7c3bcc205,duolingo_hebrew_sentences.tsv
אני לא אוהב שמן.,I don't like oil.,,listenTap,f6914d8b5f4c208e44d99e3ed3db6d8f,duolingo_hebrew_sentences.tsv
"אני לא גר במזרח, אלא בצפון.","I don't live in the east, but in the north.",,translate,675370225024196758077d2675de9b4d,duolingo_hebrew_sentences_2.tsv
אני לא הולך למכולת בימי שני.,I do not go to the grocery store on Mondays.,,listenTap,b7170cdc9cf76a270ecf8855fb8b8dc0,duolingo_hebrew_sentences.tsv
אני לא חושב שהבנתם.,I don't think that you understood.,,translate,c545e8eb80b968f9d9332833faf6d8c8,duolingo_hebrew_sentences_2.tsv
"אני לא חותם, תודה.","I am not signing, thank you.",,listenTap,5f7618a35d3e521fca630bef6ee8e13c,duolingo_hebrew_sentences.tsv
אני לא מוצאת מזוודה גדולה.,I can't find a large suitcase.,,listenTap,ab74e798d31817b52b903129c686a491,duolingo_hebrew_sentences_2.tsv
אני לא נגד זה.,I am not against it.,,translate,f8de2a0589833e7bfed5c72da454c0a0,duolingo_hebrew_sentences.tsv
אני לא נגדךָ!,I am not against you!,,translate,849852e3e916847a3ce8160178e7a4e0,duolingo_hebrew_sentences_2.tsv
אני לא רוצָה למנוע את זה ממנו.,I do not want to deprive him of it.,,listenTap,fe58b7175b88f83016f4ff5c0b0a34ce,duolingo_hebrew_sentences.tsv
אני לא רוצָה לתת לךָ את זה.,I don't want to give you this.,,translate,90c64998a01a08c4d310af34248d0c7b,duolingo_hebrew_sentences.tsv
אני לא שואלת אותה.,I'm not asking her.,,translate,b7222e0fb24e3312c9df683afc40ae58,duolingo_hebrew_sentences.tsv
אני לבד.,I am alone.,,translate,5fdfcd9d9accebe40ec1aed3c10cbdf3,duolingo_hebrew_sentences.tsv
אני מאמצת שלושה ארנבים!,I am adopting three rabbits!,,listenTap,08d0ebdc3245c3d283ae22a6774bd291,duolingo_hebrew_sentences.tsv
אני מבשל אוכל בשביל הקוף שלי.,I cook food for my monkey.,,translate,19131b1a01e7dc75aa44b183a9ccffd4,duolingo_hebrew_sentences.tsv
אני מדבר על ינשופים באופן כללי.,I am speaking about owls in general.,,translate,e216456b58ca831c9463b40e08d7f0d0,duolingo_hebrew_sentences.tsv
אני מוכר את הרהיט הזה.,I am selling this piece of furniture.,,listenTap,4888ecbfb46930b326f677236514d62c,duolingo_hebrew_sentences.tsv
אני מחזיק אותה.,I am holding her.,,translate,26b1301bc80330e92ce3b24ca11db545,duolingo_hebrew_sentences.tsv
אני מחפש מפת קווי אוטובוס של תל אביב.,I am looking for a map of bus lines of Tel Aviv.,,listenTap,8a6032b7a60e104aad6be309ef82e6d9,duolingo_hebrew_sentences.tsv
אני מכיר את הדרך הפרטית.,I know the private road.,,translate,90cc44662cbc46879ef2707dd3360c34,duolingo_hebrew_sentences.tsv
אני ממש אוהב את הגינה הזאת.,I really love this garden.,,translate,b62d1e623ebf2092e0eb9cc416871f4d,duolingo_hebrew_sentences_2.tsv
אני מסיים את התואר שלי.,I am finishing my degree.,,translate,4b652f97e2ca98d589ac8f62b5583475,duolingo_hebrew_sentences_2.tsv
אני מצלם חיות.,I photograph animals.,,translate,936880b72e31d8d8eb2bf25223c0193b,duolingo_hebrew_sentences.tsv
אני מקווה לא לסבול.,I hope not to suffer.,,translate,680c42ddf3bed1650629d2d0e467d393,duolingo_hebrew_sentences.tsv
"אני מרחמת עליו, הוא רופא.","I pity him, he is a doctor.",,listenTap,e30ad4493632987aa1e63179b8d47e4b,duolingo_hebrew_sentences.tsv
אני מרשֶה לךָ ללכת.,I am allowing you to go.,,listenTap,eb70ae444c8730bff130551d0e14deb3,duolingo_hebrew_sentences.tsv
"אני מתנצלת, באמת!","I apologize, really!",,listenTap,78b249abc83f8275210432843ad503ff,duolingo_hebrew_sentences.tsv
אני מתפללת שהיא בסדר.,I pray that she is OK.,,listenTap,77d7f1d6d167002d79d8ae47c189fe2b,duolingo_hebrew_sentences.tsv
אני נמצא בתחנה הלא נכונה.,I am at the wrong station.,,translate,8dfe9204c9bb77b03f798bccf57c1044,duolingo_hebrew_sentences_2.tsv
אני סוגרת את הארון.,I am closing the closet.,,translate,48d806cf16e1fcc813c257e0badebbe4,duolingo_hebrew_sentences_2.tsv
אני עדיין חי!,I am still alive!,,translate,66d090b742443cd144a13159e0f5a548,duolingo_hebrew_sentences.tsv
אני עוברת את המסעדה.,I'm passing the restaurant.,,translate,32f28bfb045a75a92166aa6907765450,duolingo_hebrew_sentences_2.tsv
אני עונֶה לכן.,I am answering you.,,listenTap,70583669ad3ca992ee125397075ee00f,duolingo_hebrew_sentences.tsv
אני צמחוני.,I am vegetarian.,,listenTap,42d297ba9909276aaeff3d390d2e2fe4,duolingo_hebrew_sentences.tsv
אני צריך את הכתובת שלו.,I need his address.,,translate,58fd8a793a012ed42e626e735da23270,duolingo_hebrew_sentences_2.tsv
אני צריך חמש עשרה פרות.,I need fifteen cows.,,translate,0de4186c06ddccdffab663f435449d4a,duolingo_hebrew_sentences_2.tsv
אני צריך כרית ושמיכה.,I need a pillow and a blanket.,,listenTap,e3effc70aba5e83ad55967490672f3c6,duolingo_hebrew_sentences.tsv
"אני צריך מכונת כביסה חדשה, זאת כבר לא טובה.","I need a new washing machine, this one is not good anymore.",,listenTap,51dde21e71c6e6a074a42417be0c20be,duolingo_hebrew_sentences.tsv
אני צריך מספר מזלגות.,I need a number of forks.,,translate,5822c40e333fb9f52365275619e9cb10,duolingo_hebrew_sentences_2.tsv
אני קונֶה ביצים.,I am buying eggs.,,listenTap,4598a070a0354bb760a7a97084ffa1d2,duolingo_hebrew_sentences.tsv
אני קונֶה תותים בשוק.,I buy strawberries at the market.,,listenTap,b0f27d77162a46ff83bfc95513cf3d12,duolingo_hebrew_sentences_2.tsv
"אני קורא את הפתק, אבל לא מבין את המשמעות.","I am reading the note, but I do not understand the meaning.",,translate,90e5a008e876202a3610848b96bac541,duolingo_hebrew_sentences_2.tsv
אני קורא ספר.,I am reading a book.,,translate,b8a2646ea6cbafd386e3eb9f99083b40,duolingo_hebrew_sentences.tsv
אני קוראת עיתון.,I am reading a newspaper.,,translate,b76da8771ecd5b564eb0012560cd79dd,duolingo_hebrew_sentences.tsv
אני רואֶה אותו רק בבית המשפט.,I only see him at the courthouse.,,translate,53858410beca457395c87019d9a6c118,duolingo_hebrew_sentences.tsv
אני רואֶה אותךָ בכל מקום.,I see you everywhere.,,translate,4bb2a302fbf91a7e014ce0913812a46f,duolingo_hebrew_sentences_2.tsv
אני רואֶה שהחורף בא.,I see that winter is coming.,,listenTap,6432dc8d5688ce4a843f7dd4024abe69,duolingo_hebrew_sentences.tsv
אני רואָה עוגה.,I see a cake.,,translate,41b3d55d77cba9495c1ff91614a73f1a,duolingo_hebrew_sentences.tsv
אני רוצֶה את המצרכים.,I want the ingredients.,,translate,2fd21709f64bf52b9384d9171a918847,duolingo_hebrew_sentences.tsv
"אני רוצֶה חיים פשוטים, ממש כמו בכפר.","I want a simple life, just like in the village.",,listenTap,cd759e89d5991840e0cafd3a6e4751d3,duolingo_hebrew_sentences.tsv
אני רוצֶה לבקר אותו מחר.,I want to visit him tomorrow.,,translate,11fc011b740e1515a9b73b54d202c4c2,duolingo_hebrew_sentences.tsv
אני רוצֶה לבקר באוסטרליה אבל אין לי דרכון.,I want to visit Australia but I don't have a passport.,,translate,81c1cc10c4b6e1d3292accb70f8022f0,duolingo_hebrew_sentences.tsv
אני רוצֶה לברוח לשירותים.,I want to run away to the restroom.,,translate,3d21a32e44583d38e762aea99abb1fc2,duolingo_hebrew_sentences.tsv
"אני רוצֶה פסטה, בבקשה.","I want pasta, please.",,translate,95a1a443939681159bbc33729831fd72,duolingo_hebrew_sentences_2.tsv
אני רוצָה אפרסק או תפוז.,I want a peach or an orange.,,listenTap,5b7468b797587a08ebf2bd4bf868d15c,duolingo_hebrew_sentences.tsv
אני רוצָה אפרסק בבקשה.,I want a peach please.,,listenTap,fb51b6ce639766a2d0e9886e38170629,duolingo_hebrew_sentences.tsv
אני רוצָה לחזור.,I want to go back.,,translate,58e18a7946caad1f12ade115261a31f8,duolingo_hebrew_sentences.tsv
אני רעב!,I am hungry!,,listenTap,963867c0d1fa166ef61f8549502909d2,duolingo_hebrew_sentences.tsv
"אני רעב, אני רוצֶה שוקולד.","I am hungry, I want chocolate.",,translate,a7ab62a10d67dd561d6f5a3301dc3ad6,duolingo_hebrew_sentences.tsv
אני רץ אחרי אחד עשר ילדים!,I am running after eleven children!,,listenTap,348a01dd099bedcb13eb4867b7d91c86,duolingo_hebrew_sentences.tsv
